# Automatically generated
# duptype id depth size device inode priority name
DUPTYPE_WITHIN_SAME_TREE -16251 8 4259 142 1097654 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/coverage/lcov-report/src/RadioButtonGroup/index.html
DUPTYPE_FIRST_OCCURRENCE 16019 8 4259 142 2424666 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/coverage/lcov-report/src/RadioButtonGroup/index.c0cd51430143.html
DUPTYPE_WITHIN_SAME_TREE -16019 8 4259 142 2423158 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/coverage/lcov-report/src/RadioButtonGroup/index.html
DUPTYPE_FIRST_OCCURRENCE 10307 5 4259 142 2426169 5 /openedx/staticfiles/paragon/coverage/lcov-report/src/RadioButtonGroup/index.f3feeb8a4c02.html
DUPTYPE_WITHIN_SAME_TREE -10307 5 4259 142 2422911 5 /openedx/staticfiles/paragon/coverage/lcov-report/src/RadioButtonGroup/index.html
DUPTYPE_FIRST_OCCURRENCE 16187 8 4261 142 1098918 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/coverage/lcov-report/src/Dropdown/README.md.da2bb3e4214d.html
DUPTYPE_WITHIN_SAME_TREE -16187 8 4261 142 1097660 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/coverage/lcov-report/src/Dropdown/README.md.html
DUPTYPE_FIRST_OCCURRENCE 5827 3 4263 142 3872042 5 /openedx/staticfiles/studio/js/models/group_configuration.90bffdcbf04c.js
DUPTYPE_WITHIN_SAME_TREE -5827 3 4263 142 3871472 5 /openedx/staticfiles/studio/js/models/group_configuration.js
DUPTYPE_FIRST_OCCURRENCE 3391 2 4265 142 3085933 5 /openedx/staticfiles/templates/credit_notifications/credit_eligibility_email.09aa48db54da.html
DUPTYPE_WITHIN_SAME_TREE -3391 2 4265 142 3085319 5 /openedx/staticfiles/templates/credit_notifications/credit_eligibility_email.html
DUPTYPE_FIRST_OCCURRENCE 6403 3 4267 142 3206292 5 /openedx/staticfiles/templates/instructor/instructor_dashboard_2/data_download_2.2d04e9d3f345.html
DUPTYPE_WITHIN_SAME_TREE -6403 3 4267 142 3205525 5 /openedx/staticfiles/templates/instructor/instructor_dashboard_2/data_download_2.html
DUPTYPE_FIRST_OCCURRENCE 3031 2 4267 142 3209994 5 /openedx/staticfiles/studio/templates/certificate-editor.cae43673a541.underscore
DUPTYPE_WITHIN_SAME_TREE -3031 2 4267 142 3207147 5 /openedx/staticfiles/studio/templates/certificate-editor.underscore
DUPTYPE_FIRST_OCCURRENCE 12079 5 4275 142 2426484 5 /openedx/staticfiles/xblock/resources/google_drive/public/js/google_docs_edit.11333555c10c.js
DUPTYPE_WITHIN_SAME_TREE -12079 5 4275 142 2424120 5 /openedx/staticfiles/xblock/resources/google_drive/public/js/google_docs_edit.js
DUPTYPE_WITHIN_SAME_TREE -12079 6 4275 142 2819388 5 /openedx/staticfiles/studio/xblock/resources/google_drive/public/js/google_docs_edit.js
DUPTYPE_WITHIN_SAME_TREE -12079 6 4275 142 2819763 5 /openedx/staticfiles/studio/xblock/resources/google_drive/public/js/google_docs_edit.11333555c10c.js
DUPTYPE_FIRST_OCCURRENCE 6061 3 4276 142 3209785 5 /openedx/staticfiles/studio/js/views/list.a8855f0bb075.js
DUPTYPE_WITHIN_SAME_TREE -6061 3 4276 142 3207334 5 /openedx/staticfiles/studio/js/views/list.js
DUPTYPE_FIRST_OCCURRENCE 255 1 4287 142 3206409 5 /openedx/staticfiles/bundles/UnenrollmentFactory.0d20d62385a2.js
DUPTYPE_WITHIN_SAME_TREE -255 2 4287 142 1099537 5 /openedx/staticfiles/studio/bundles/UnenrollmentFactory.0d20d62385a2.js
DUPTYPE_WITHIN_SAME_TREE -255 1 4287 142 3205389 5 /openedx/staticfiles/bundles/UnenrollmentFactory.js
DUPTYPE_WITHIN_SAME_TREE -255 2 4287 142 1099539 5 /openedx/staticfiles/studio/bundles/UnenrollmentFactory.77898fd07385116c32f0.0d20d62385a2.js
DUPTYPE_WITHIN_SAME_TREE -255 2 4287 142 1098283 5 /openedx/staticfiles/studio/bundles/UnenrollmentFactory.77898fd07385116c32f0.js
DUPTYPE_WITHIN_SAME_TREE -255 2 4287 142 1098281 5 /openedx/staticfiles/studio/bundles/UnenrollmentFactory.js
DUPTYPE_WITHIN_SAME_TREE -255 1 4287 142 3206411 5 /openedx/staticfiles/bundles/UnenrollmentFactory.77898fd07385116c32f0.0d20d62385a2.js
DUPTYPE_WITHIN_SAME_TREE -255 1 4287 142 3205391 5 /openedx/staticfiles/bundles/UnenrollmentFactory.77898fd07385116c32f0.js
DUPTYPE_FIRST_OCCURRENCE 6039 3 4289 142 3209791 5 /openedx/staticfiles/studio/js/views/edit_textbook.f3f2e42ce91b.js
DUPTYPE_WITHIN_SAME_TREE -6039 3 4289 142 3207340 5 /openedx/staticfiles/studio/js/views/edit_textbook.js
DUPTYPE_FIRST_OCCURRENCE 5237 3 4300 142 2427345 5 /openedx/staticfiles/paragon/src/Table/README.fabf3bc5fc8d.md
DUPTYPE_WITHIN_SAME_TREE -5237 6 4300 142 2158700 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/src/Table/README.fabf3bc5fc8d.md
DUPTYPE_WITHIN_SAME_TREE -5237 3 4300 142 2422855 5 /openedx/staticfiles/paragon/src/Table/README.md
DUPTYPE_WITHIN_SAME_TREE -5237 6 4300 142 2158130 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/src/Table/README.md
DUPTYPE_FIRST_OCCURRENCE 1323 1 4302 142 2428327 5 /openedx/staticfiles/templates/manage_user_standing.441f28f5f262.html
DUPTYPE_WITHIN_SAME_TREE -1323 1 4302 142 2422055 5 /openedx/staticfiles/templates/manage_user_standing.html
DUPTYPE_FIRST_OCCURRENCE 9243 4 4306 142 2426921 5 /openedx/staticfiles/templates/ux/reference/v1/course-skeleton.ae22d0c55e78.html
DUPTYPE_WITHIN_SAME_TREE -9243 4 4306 142 2422130 5 /openedx/staticfiles/templates/ux/reference/v1/course-skeleton.html
DUPTYPE_FIRST_OCCURRENCE 4331 3 4310 142 2028976 5 /openedx/staticfiles/js/bower/sinon/build
DUPTYPE_WITHIN_SAME_TREE -4331 4 4310 142 2158274 5 /openedx/staticfiles/studio/js/bower/sinon/build
DUPTYPE_WITHIN_SAME_TREE -4331 4 4310 142 2158846 5 /openedx/staticfiles/studio/js/bower/sinon/build.d1e11aa97b2e
DUPTYPE_WITHIN_SAME_TREE -4331 7 4310 142 2424178 5 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/sinon/build
DUPTYPE_WITHIN_SAME_TREE -4331 3 4310 142 2029617 5 /openedx/staticfiles/js/bower/sinon/build.d1e11aa97b2e
DUPTYPE_WITHIN_SAME_TREE -4331 8 4310 142 16753 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/sinon/build
DUPTYPE_WITHIN_SAME_TREE -4331 7 4310 142 2424826 5 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/sinon/build.d1e11aa97b2e
DUPTYPE_WITHIN_SAME_TREE -4331 8 4310 142 20536 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/sinon/build.d1e11aa97b2e
DUPTYPE_FIRST_OCCURRENCE 4177 3 4315 142 2427401 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/build/CookiePolicyBanner/index.6a95fb6e8738.js
DUPTYPE_WITHIN_SAME_TREE -4177 3 4315 142 2423228 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/build/CookiePolicyBanner/index.js
DUPTYPE_FIRST_OCCURRENCE 7443 4 4321 142 3871848 5 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/data.c7a2ac0c7a0b.js
DUPTYPE_WITHIN_SAME_TREE -7443 4 4321 142 3871241 5 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/data.js
DUPTYPE_FIRST_OCCURRENCE 14949 7 4337 142 2820081 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/plugins/image/plugin.min.f50fb901c8b9.js
DUPTYPE_WITHIN_SAME_TREE -14949 8 4337 142 3206907 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/plugins/image/plugin.min.js
DUPTYPE_WITHIN_SAME_TREE -14949 8 4337 142 3208323 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/plugins/image/plugin.min.f50fb901c8b9.js
DUPTYPE_WITHIN_SAME_TREE -14949 7 4337 142 2819229 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/plugins/image/plugin.min.js
DUPTYPE_FIRST_OCCURRENCE 3191 2 4337 142 3209971 5 /openedx/staticfiles/studio/templates/xblock-outline.398ed3fac83e.underscore
DUPTYPE_WITHIN_SAME_TREE -3191 2 4337 142 3207124 5 /openedx/staticfiles/studio/templates/xblock-outline.underscore
DUPTYPE_FIRST_OCCURRENCE 9659 5 4339 142 3871798 5 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/ajax/xhr.ee3af0d4bfee.js
DUPTYPE_WITHIN_SAME_TREE -9659 5 4339 142 3871284 5 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/ajax/xhr.js
DUPTYPE_FIRST_OCCURRENCE 6011 3 4344 142 3209783 5 /openedx/staticfiles/studio/js/views/asset.ecb9eeaf79f9.js
DUPTYPE_WITHIN_SAME_TREE -6011 3 4344 142 3207332 5 /openedx/staticfiles/studio/js/views/asset.js
DUPTYPE_FIRST_OCCURRENCE 7693 4 4345 142 2426994 5 /openedx/staticfiles/js/src/lms/editors/oa_editor_tinymce.9e9ffd296f1d.js
DUPTYPE_WITHIN_SAME_TREE -7693 4 4345 142 2424008 5 /openedx/staticfiles/js/src/lms/editors/oa_editor_tinymce.js
DUPTYPE_WITHIN_SAME_TREE -7693 5 4345 142 3207877 5 /openedx/staticfiles/studio/js/src/lms/editors/oa_editor_tinymce.js
DUPTYPE_WITHIN_SAME_TREE -7693 8 4345 142 2424779 5 /openedx/staticfiles/xblock/resources/openassessment.xblock/static/js/src/lms/editors/oa_editor_tinymce.9e9ffd296f1d.js
DUPTYPE_WITHIN_SAME_TREE -7693 9 4345 142 3208125 5 /openedx/staticfiles/studio/xblock/resources/openassessment.xblock/static/js/src/lms/editors/oa_editor_tinymce.js
DUPTYPE_WITHIN_SAME_TREE -7693 5 4345 142 3209274 5 /openedx/staticfiles/studio/js/src/lms/editors/oa_editor_tinymce.9e9ffd296f1d.js
DUPTYPE_WITHIN_SAME_TREE -7693 9 4345 142 3208210 5 /openedx/staticfiles/studio/xblock/resources/openassessment.xblock/static/js/src/lms/editors/oa_editor_tinymce.9e9ffd296f1d.js
DUPTYPE_WITHIN_SAME_TREE -7693 8 4345 142 2424453 5 /openedx/staticfiles/xblock/resources/openassessment.xblock/static/js/src/lms/editors/oa_editor_tinymce.js
DUPTYPE_FIRST_OCCURRENCE 4887 3 4349 142 2427490 5 /openedx/staticfiles/js/src/studio/oa_edit_schedule.19edacf6b7c2.js
DUPTYPE_WITHIN_SAME_TREE -4887 8 4349 142 3208133 5 /openedx/staticfiles/studio/xblock/resources/openassessment.xblock/static/js/src/studio/oa_edit_schedule.js
DUPTYPE_WITHIN_SAME_TREE -4887 7 4349 142 2425689 5 /openedx/staticfiles/xblock/resources/openassessment.xblock/static/js/src/studio/oa_edit_schedule.19edacf6b7c2.js
DUPTYPE_WITHIN_SAME_TREE -4887 3 4349 142 2424016 5 /openedx/staticfiles/js/src/studio/oa_edit_schedule.js
DUPTYPE_WITHIN_SAME_TREE -4887 7 4349 142 2424461 5 /openedx/staticfiles/xblock/resources/openassessment.xblock/static/js/src/studio/oa_edit_schedule.js
DUPTYPE_WITHIN_SAME_TREE -4887 4 4349 142 3209594 5 /openedx/staticfiles/studio/js/src/studio/oa_edit_schedule.19edacf6b7c2.js
DUPTYPE_WITHIN_SAME_TREE -4887 8 4349 142 3208436 5 /openedx/staticfiles/studio/xblock/resources/openassessment.xblock/static/js/src/studio/oa_edit_schedule.19edacf6b7c2.js
DUPTYPE_WITHIN_SAME_TREE -4887 4 4349 142 3207885 5 /openedx/staticfiles/studio/js/src/studio/oa_edit_schedule.js
DUPTYPE_FIRST_OCCURRENCE 7695 4 4352 142 2426918 5 /openedx/staticfiles/js/vendor/CodeMirror/addons/closetag.ad5dac3419e7.js
DUPTYPE_WITHIN_SAME_TREE -7695 5 4352 142 3209249 5 /openedx/staticfiles/studio/js/vendor/CodeMirror/addons/closetag.ad5dac3419e7.js
DUPTYPE_WITHIN_SAME_TREE -7695 5 4352 142 3207061 5 /openedx/staticfiles/studio/js/vendor/CodeMirror/addons/closetag.js
DUPTYPE_WITHIN_SAME_TREE -7695 4 4352 142 2421923 5 /openedx/staticfiles/js/vendor/CodeMirror/addons/closetag.js
DUPTYPE_FIRST_OCCURRENCE 1467 2 4360 142 2428152 5 /openedx/staticfiles/admin/js/SelectBox.8161741c7647.js
DUPTYPE_WITHIN_SAME_TREE -1467 2 4360 142 2423344 5 /openedx/staticfiles/admin/js/SelectBox.js
DUPTYPE_WITHIN_SAME_TREE -1467 3 4360 142 2029159 5 /openedx/staticfiles/studio/admin/js/SelectBox.js
DUPTYPE_WITHIN_SAME_TREE -1467 3 4360 142 2030235 5 /openedx/staticfiles/studio/admin/js/SelectBox.8161741c7647.js
DUPTYPE_FIRST_OCCURRENCE 7767 4 4362 142 2426884 5 /openedx/staticfiles/js/vendor/pdfjs/locale/locale.a040a05c65fa.properties
DUPTYPE_WITHIN_SAME_TREE -7767 5 4362 142 3209215 5 /openedx/staticfiles/studio/js/vendor/pdfjs/locale/locale.a040a05c65fa.properties
DUPTYPE_WITHIN_SAME_TREE -7767 5 4362 142 3206602 5 /openedx/staticfiles/studio/js/vendor/pdfjs/locale/locale.properties
DUPTYPE_WITHIN_SAME_TREE -7767 4 4362 142 2421757 5 /openedx/staticfiles/js/vendor/pdfjs/locale/locale.properties
DUPTYPE_FIRST_OCCURRENCE 10281 5 4363 142 2426190 5 /openedx/staticfiles/paragon/coverage/lcov-report/src/Icon/README.md.4dc030dd57ef.html
DUPTYPE_WITHIN_SAME_TREE -10281 5 4363 142 2422932 5 /openedx/staticfiles/paragon/coverage/lcov-report/src/Icon/README.md.html
DUPTYPE_FIRST_OCCURRENCE 16205 8 4363 142 1098942 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/coverage/lcov-report/src/Icon/README.md.80a53558d78c.html
DUPTYPE_WITHIN_SAME_TREE -16205 8 4363 142 1097684 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/coverage/lcov-report/src/Icon/README.md.html
DUPTYPE_FIRST_OCCURRENCE 4565 3 4363 142 2427249 5 /openedx/staticfiles/js/edxnotes/utils/notes_collector.8cf546d9ada6.js
DUPTYPE_WITHIN_SAME_TREE -4565 3 4363 142 2422647 5 /openedx/staticfiles/js/edxnotes/utils/notes_collector.js
DUPTYPE_FIRST_OCCURRENCE 5263 3 4376 142 2427336 5 /openedx/staticfiles/paragon/src/asInput/README.53e1d57b4e01.md
DUPTYPE_WITHIN_SAME_TREE -5263 3 4376 142 2422846 5 /openedx/staticfiles/paragon/src/asInput/README.md
DUPTYPE_FIRST_OCCURRENCE 1065 1 4385 142 2428398 5 /openedx/staticfiles/js/bootstrap-collapse.a82ce429e2cb.js
DUPTYPE_WITHIN_SAME_TREE -1065 1 4385 142 2422533 5 /openedx/staticfiles/js/bootstrap-collapse.js
DUPTYPE_FIRST_OCCURRENCE 4085 3 4387 142 1632747 5 /openedx/staticfiles/course_search/js/views/search_results_view.06e64f0750e9.js
DUPTYPE_WITHIN_SAME_TREE -4085 3 4387 142 1631994 5 /openedx/staticfiles/course_search/js/views/search_results_view.js
DUPTYPE_FIRST_OCCURRENCE 4089 3 4414 142 2423985 5 /openedx/staticfiles/css/lib/backgrid/backgrid.min.css
DUPTYPE_WITHIN_SAME_TREE -4089 7 4414 142 2424832 5 /openedx/staticfiles/xblock/resources/openassessment.xblock/static/css/lib/backgrid/backgrid.min.ff8d40974062.css
DUPTYPE_WITHIN_SAME_TREE -4089 3 4414 142 2427466 5 /openedx/staticfiles/css/lib/backgrid/backgrid.min.ff8d40974062.css
DUPTYPE_WITHIN_SAME_TREE -4089 8 4414 142 3208412 5 /openedx/staticfiles/studio/xblock/resources/openassessment.xblock/static/css/lib/backgrid/backgrid.min.ff8d40974062.css
DUPTYPE_WITHIN_SAME_TREE -4089 7 4414 142 2424430 5 /openedx/staticfiles/xblock/resources/openassessment.xblock/static/css/lib/backgrid/backgrid.min.css
DUPTYPE_WITHIN_SAME_TREE -4089 8 4414 142 3208102 5 /openedx/staticfiles/studio/xblock/resources/openassessment.xblock/static/css/lib/backgrid/backgrid.min.css
DUPTYPE_WITHIN_SAME_TREE -4089 4 4414 142 3207854 5 /openedx/staticfiles/studio/css/lib/backgrid/backgrid.min.css
DUPTYPE_WITHIN_SAME_TREE -4089 4 4414 142 3209570 5 /openedx/staticfiles/studio/css/lib/backgrid/backgrid.min.ff8d40974062.css
DUPTYPE_FIRST_OCCURRENCE 7705 4 4414 142 2426914 5 /openedx/staticfiles/js/vendor/CodeMirror/addons/formatting.0f4883e9c208.js
DUPTYPE_WITHIN_SAME_TREE -7705 4 4414 142 2421919 5 /openedx/staticfiles/js/vendor/CodeMirror/addons/formatting.js
DUPTYPE_WITHIN_SAME_TREE -7705 5 4414 142 3207057 5 /openedx/staticfiles/studio/js/vendor/CodeMirror/addons/formatting.js
DUPTYPE_WITHIN_SAME_TREE -7705 5 4414 142 3209245 5 /openedx/staticfiles/studio/js/vendor/CodeMirror/addons/formatting.0f4883e9c208.js
DUPTYPE_FIRST_OCCURRENCE 7575 4 4414 142 2686289 5 /openedx/staticfiles/js/bower/jquery/src/deferred.8ffe49879251.js
DUPTYPE_WITHIN_SAME_TREE -7575 8 4414 142 2424246 5 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/jquery/src/deferred.js
DUPTYPE_WITHIN_SAME_TREE -7575 9 4414 142 20501 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/jquery/src/deferred.8ffe49879251.js
DUPTYPE_WITHIN_SAME_TREE -7575 5 4414 142 1098418 5 /openedx/staticfiles/studio/js/bower/jquery/src/deferred.js
DUPTYPE_WITHIN_SAME_TREE -7575 8 4414 142 2424760 5 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/jquery/src/deferred.8ffe49879251.js
DUPTYPE_WITHIN_SAME_TREE -7575 9 4414 142 16830 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/jquery/src/deferred.js
DUPTYPE_WITHIN_SAME_TREE -7575 4 4414 142 2685752 5 /openedx/staticfiles/js/bower/jquery/src/deferred.js
DUPTYPE_WITHIN_SAME_TREE -7575 5 4414 142 1099448 5 /openedx/staticfiles/studio/js/bower/jquery/src/deferred.8ffe49879251.js
DUPTYPE_FIRST_OCCURRENCE 14851 7 4414 142 2820029 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/classes/ui/MessageBox.04066f4b6265.js
DUPTYPE_WITHIN_SAME_TREE -14851 7 4414 142 2819169 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/classes/ui/MessageBox.js
DUPTYPE_WITHIN_SAME_TREE -14851 8 4414 142 3206847 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/classes/ui/MessageBox.js
DUPTYPE_WITHIN_SAME_TREE -14851 8 4414 142 3208271 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/classes/ui/MessageBox.04066f4b6265.js
DUPTYPE_FIRST_OCCURRENCE 12571 6 4416 142 2425787 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/src/asInput/README.b0c334dd32ee.md
DUPTYPE_WITHIN_SAME_TREE -12571 6 4416 142 2423050 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/src/asInput/README.md
DUPTYPE_WITHIN_SAME_TREE -12571 6 4416 142 2158691 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/src/asInput/README.b0c334dd32ee.md
DUPTYPE_WITHIN_SAME_TREE -12571 6 4416 142 2158119 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/src/asInput/README.md
DUPTYPE_FIRST_OCCURRENCE 14923 7 4416 142 2820100 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/plugins/autolink/plugin.2e3402bbb832.js
DUPTYPE_WITHIN_SAME_TREE -14923 7 4416 142 2819285 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/plugins/autolink/plugin.js
DUPTYPE_WITHIN_SAME_TREE -14923 8 4416 142 3206960 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/plugins/autolink/plugin.js
DUPTYPE_WITHIN_SAME_TREE -14923 8 4416 142 3208342 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/plugins/autolink/plugin.2e3402bbb832.js
DUPTYPE_FIRST_OCCURRENCE 4621 3 4424 142 3206335 5 /openedx/staticfiles/js/groups/views/verified_track_settings_notification.5db42fade784.js
DUPTYPE_WITHIN_SAME_TREE -4621 3 4424 142 3205581 5 /openedx/staticfiles/js/groups/views/verified_track_settings_notification.js
DUPTYPE_FIRST_OCCURRENCE 6861 4 4426 142 2426682 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/ETHK-B5-H.6992841a10b5.bcmap
DUPTYPE_WITHIN_SAME_TREE -6861 4 4426 142 2421447 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/ETHK-B5-H.bcmap
DUPTYPE_WITHIN_SAME_TREE -6861 5 4426 142 3205882 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/ETHK-B5-H.bcmap
DUPTYPE_WITHIN_SAME_TREE -6861 5 4426 142 3209048 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/ETHK-B5-H.6992841a10b5.bcmap
DUPTYPE_FIRST_OCCURRENCE 3287 2 4434 142 2427841 5 /openedx/staticfiles/templates/ccx/enrollment.5625e808f345.html
DUPTYPE_WITHIN_SAME_TREE -3287 2 4434 142 2422271 5 /openedx/staticfiles/templates/ccx/enrollment.html
DUPTYPE_FIRST_OCCURRENCE 7597 4 4434 142 2686295 5 /openedx/staticfiles/js/bower/jquery/src/selector-native.c9ae617e817f.js
DUPTYPE_WITHIN_SAME_TREE -7597 5 4434 142 1099454 5 /openedx/staticfiles/studio/js/bower/jquery/src/selector-native.c9ae617e817f.js
DUPTYPE_WITHIN_SAME_TREE -7597 4 4434 142 2685758 5 /openedx/staticfiles/js/bower/jquery/src/selector-native.js
DUPTYPE_WITHIN_SAME_TREE -7597 9 4434 142 20507 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/jquery/src/selector-native.c9ae617e817f.js
DUPTYPE_WITHIN_SAME_TREE -7597 5 4434 142 1098424 5 /openedx/staticfiles/studio/js/bower/jquery/src/selector-native.js
DUPTYPE_WITHIN_SAME_TREE -7597 8 4434 142 2424252 5 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/jquery/src/selector-native.js
DUPTYPE_WITHIN_SAME_TREE -7597 8 4434 142 2424766 5 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/jquery/src/selector-native.c9ae617e817f.js
DUPTYPE_WITHIN_SAME_TREE -7597 9 4434 142 16836 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/jquery/src/selector-native.js
DUPTYPE_FIRST_OCCURRENCE 2957 2 4435 142 3210079 5 /openedx/staticfiles/studio/js/base.0ef72458526c.js
DUPTYPE_WITHIN_SAME_TREE -2957 2 4435 142 3207278 5 /openedx/staticfiles/studio/js/base.js
DUPTYPE_FIRST_OCCURRENCE 7361 4 4436 142 2029532 5 /openedx/staticfiles/edx-bootstrap/node_modules/bootstrap/scss/_dropdown.004fc619373e.scss
DUPTYPE_WITHIN_SAME_TREE -7361 4 4436 142 2028911 5 /openedx/staticfiles/edx-bootstrap/node_modules/bootstrap/scss/_dropdown.scss
DUPTYPE_FIRST_OCCURRENCE 6943 4 4437 142 2426823 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/HKscs-B5-H.1bd13e99b26e.bcmap
DUPTYPE_WITHIN_SAME_TREE -6943 5 4437 142 3209189 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/HKscs-B5-H.1bd13e99b26e.bcmap
DUPTYPE_WITHIN_SAME_TREE -6943 4 4437 142 2421588 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/HKscs-B5-H.bcmap
DUPTYPE_WITHIN_SAME_TREE -6943 5 4437 142 3206023 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/HKscs-B5-H.bcmap
DUPTYPE_FIRST_OCCURRENCE 2163 2 4438 142 2158803 5 /openedx/staticfiles/js/utils/navigation.08930e16ab3d.js
DUPTYPE_WITHIN_SAME_TREE -2163 2 4438 142 2158072 5 /openedx/staticfiles/js/utils/navigation.js
DUPTYPE_FIRST_OCCURRENCE 3717 2 4439 142 2427757 5 /openedx/staticfiles/templates/verify_student/id_photo_step.a234ff4e63d1.underscore
DUPTYPE_WITHIN_SAME_TREE -3717 2 4439 142 2422165 5 /openedx/staticfiles/templates/verify_student/id_photo_step.underscore
DUPTYPE_FIRST_OCCURRENCE 9663 5 4448 142 3871791 5 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/attributes/classes.f6f9d689c26c.js
DUPTYPE_WITHIN_SAME_TREE -9663 5 4448 142 3871274 5 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/attributes/classes.js
DUPTYPE_FIRST_OCCURRENCE 15855 7 4449 142 3085749 5 /openedx/staticfiles/xblock/resources/poll/public/js/translations/de-de/textjs.7e424474eecd.js
DUPTYPE_WITHIN_SAME_TREE -15855 7 4449 142 3085759 5 /openedx/staticfiles/xblock/resources/poll/public/js/translations/de_de/textjs.7e424474eecd.js
DUPTYPE_WITHIN_SAME_TREE -15855 8 4449 142 3208015 5 /openedx/staticfiles/studio/xblock/resources/poll/public/js/translations/de_de/textjs.js
DUPTYPE_WITHIN_SAME_TREE -15855 8 4449 142 3208399 5 /openedx/staticfiles/studio/xblock/resources/poll/public/js/translations/de_de/textjs.7e424474eecd.js
DUPTYPE_WITHIN_SAME_TREE -15855 8 4449 142 3208007 5 /openedx/staticfiles/studio/xblock/resources/poll/public/js/translations/de-de/textjs.js
DUPTYPE_WITHIN_SAME_TREE -15855 7 4449 142 3085495 5 /openedx/staticfiles/xblock/resources/poll/public/js/translations/de-de/textjs.js
DUPTYPE_WITHIN_SAME_TREE -15855 8 4449 142 3208391 5 /openedx/staticfiles/studio/xblock/resources/poll/public/js/translations/de-de/textjs.7e424474eecd.js
DUPTYPE_WITHIN_SAME_TREE -15855 7 4449 142 3085505 5 /openedx/staticfiles/xblock/resources/poll/public/js/translations/de_de/textjs.js
DUPTYPE_FIRST_OCCURRENCE 4073 3 4480 142 2294705 5 /openedx/staticfiles/course_search/js/collections/search_collection.1c86d73a4274.js
DUPTYPE_WITHIN_SAME_TREE -4073 3 4480 142 2293633 5 /openedx/staticfiles/course_search/js/collections/search_collection.js
DUPTYPE_FIRST_OCCURRENCE 9561 5 4482 142 3085845 5 /openedx/staticfiles/edx-bootstrap/node_modules/bootstrap/scss/mixins/_breakpoints.9a14819fe9ca.scss
DUPTYPE_WITHIN_SAME_TREE -9561 5 4482 142 3085387 5 /openedx/staticfiles/edx-bootstrap/node_modules/bootstrap/scss/mixins/_breakpoints.scss
